match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_cross,pass_switch,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
8655,France,N''Golo Kanté,Lucas Hernández Pi,52,41,2,"[71.0, 23.0]","[81.0, 4.0]",21.470911,-1.0863184,Ground Pass,,,,,,,,,From Free Kick
8655,France,Lucas Hernández Pi,Antoine Griezmann,52,45,2,"[85.0, 3.0]","[101.0, 4.0]",16.03122,0.06241881,Low Pass,,,,,,,,,From Free Kick
8655,France,Antoine Griezmann,Blaise Matuidi,52,48,2,"[100.0, 4.0]","[100.0, 17.0]",13.0,1.5707964,Ground Pass,,,,,,,,,From Free Kick
8655,France,Antoine Griezmann,,54,0,2,"[103.0, 16.0]","[115.0, 45.0]",31.38471,1.1784562,High Pass,Free Kick,True,,Incomplete,,,,,From Free Kick
8655,France,Blaise Matuidi,Lucas Hernández Pi,54,24,2,"[37.0, 4.0]","[22.0, 15.0]",18.601076,2.508844,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,,54,28,2,"[20.0, 14.0]","[55.0, 5.0]",36.138622,-0.25168997,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,Blaise Matuidi,Antoine Griezmann,54,32,2,"[36.0, 7.0]","[44.0, 11.0]",8.944272,0.4636476,Ground Pass,Recovery,,,,,,,,Regular Play
8655,France,Antoine Griezmann,N''Golo Kanté,54,33,2,"[44.0, 11.0]","[36.0, 20.0]",12.0415945,2.2974386,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Benjamin Pavard,54,36,2,"[32.0, 26.0]","[35.0, 64.0]",38.118237,1.4920124,Ground Pass,,,,,,,,True,Regular Play
8655,France,Benjamin Pavard,Paul Pogba,54,41,2,"[54.0, 61.0]","[62.0, 77.0]",17.888544,1.1071488,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Benjamin Pavard,54,42,2,"[62.0, 77.0]","[58.0, 73.0]",5.656854,-2.3561945,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Paul Pogba,54,43,2,"[58.0, 73.0]","[57.0, 75.0]",2.236068,2.0344439,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Raphaël Varane,54,44,2,"[56.0, 71.0]","[44.0, 59.0]",16.970562,-2.3561945,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Paul Pogba,54,46,2,"[44.0, 59.0]","[51.0, 71.0]",13.892444,1.0427219,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,N''Golo Kanté,54,48,2,"[51.0, 71.0]","[60.0, 58.0]",15.811388,-0.9652517,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Benjamin Pavard,54,50,2,"[63.0, 59.0]","[71.0, 79.0]",21.540659,1.19029,Ground Pass,,,,,,,,True,Regular Play
8655,France,Raphaël Varane,Kylian Mbappé Lottin,55,27,2,"[24.0, 52.0]","[39.0, 64.0]",19.209373,0.67474097,Ground Pass,Recovery,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Paul Pogba,55,29,2,"[39.0, 64.0]","[53.0, 56.0]",16.124516,-0.5191461,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Kylian Mbappé Lottin,55,31,2,"[59.0, 60.0]","[71.0, 78.0]",21.633308,0.98279375,Ground Pass,,,,,,,,True,Regular Play
8655,France,Kylian Mbappé Lottin,Blaise Matuidi,55,34,2,"[90.0, 67.0]","[93.0, 29.0]",38.118237,-1.4920124,Ground Pass,,,,,True,,f9356161-dbcd-49b9-a8a0-2fe9f90ad141,,Regular Play
8655,France,Lucas Hernández Pi,Blaise Matuidi,55,45,2,"[100.0, 13.0]","[105.0, 21.0]",9.433981,1.012197,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Kylian Mbappé Lottin,55,46,2,"[105.0, 21.0]","[102.0, 25.0]",5.0,2.2142975,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Olivier Giroud,55,47,2,"[102.0, 26.0]","[109.0, 33.0]",9.899495,0.7853982,Ground Pass,,,,,True,,0b7ec715-dad5-4935-bfa8-8788761654c0,,Regular Play
8655,France,Lucas Hernández Pi,N''Golo Kanté,56,7,2,"[106.0, 1.0]","[86.0, 6.0]",20.615528,2.896614,Low Pass,Throw-in,,,,,,,,From Throw In
8655,France,N''Golo Kanté,Paul Pogba,56,10,2,"[83.0, 5.0]","[76.0, 13.0]",10.630146,2.2896264,Ground Pass,,,,,,,,True,From Throw In
8655,France,Paul Pogba,Raphaël Varane,56,12,2,"[71.0, 14.0]","[59.0, 38.0]",26.832815,2.0344439,Ground Pass,,,,,,,,True,From Throw In
8655,France,Raphaël Varane,Benjamin Pavard,56,16,2,"[70.0, 48.0]","[98.0, 72.0]",36.878178,0.7086263,Ground Pass,,,,,,,,True,From Throw In
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,56,21,2,"[103.0, 73.0]","[112.0, 63.0]",13.453624,-0.8379812,Ground Pass,,,,,,,,True,From Throw In
8655,France,Hugo Lloris,,57,55,2,"[6.0, 40.0]","[73.0, 61.0]",70.21396,0.30373448,High Pass,Goal Kick,,,Incomplete,,,,,From Goal Kick
8655,France,Samuel Yves Umtiti,Olivier Giroud,58,3,2,"[52.0, 47.0]","[76.0, 54.0]",25.0,0.2837941,High Pass,Recovery,,,,,,,,From Goal Kick
8655,France,Olivier Giroud,Antoine Griezmann,58,6,2,"[76.0, 54.0]","[71.0, 58.0]",6.4031243,2.4668517,High Pass,,,,,,,,,From Goal Kick
8655,France,Antoine Griezmann,Kylian Mbappé Lottin,58,11,2,"[95.0, 79.0]","[89.0, 78.0]",6.0827627,-2.976444,Ground Pass,,,,,,,,,From Goal Kick
8655,France,Kylian Mbappé Lottin,Antoine Griezmann,58,13,2,"[91.0, 76.0]","[98.0, 78.0]",7.28011,0.27829966,Ground Pass,,,,,,,,,From Goal Kick
8655,France,Antoine Griezmann,Benjamin Pavard,58,15,2,"[95.0, 78.0]","[81.0, 77.0]",14.035668,-3.070285,Ground Pass,,,,,,,,True,From Goal Kick
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,58,17,2,"[81.0, 77.0]","[87.0, 67.0]",11.661903,-1.0303768,Ground Pass,,,,,,,,,From Goal Kick
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,58,19,2,"[87.0, 67.0]","[84.0, 79.0]",12.369317,1.815775,Ground Pass,,,,,,,,,From Goal Kick
8655,France,Benjamin Pavard,N''Golo Kanté,58,20,2,"[84.0, 79.0]","[66.0, 72.0]",19.313208,-2.7707014,Ground Pass,,,,,,,,,From Goal Kick
8655,France,N''Golo Kanté,Lucas Hernández Pi,58,23,2,"[66.0, 62.0]","[67.0, 13.0]",49.010204,-1.550391,High Pass,,,True,,,,,,From Goal Kick
8655,France,Lucas Hernández Pi,N''Golo Kanté,58,31,2,"[82.0, 4.0]","[74.0, 21.0]",18.788294,2.010639,Ground Pass,,,,,,,,,From Goal Kick
8655,France,N''Golo Kanté,Samuel Yves Umtiti,58,32,2,"[74.0, 21.0]","[53.0, 19.0]",21.095022,-3.0466409,Ground Pass,,,,,,,,True,From Goal Kick
8655,France,Samuel Yves Umtiti,N''Golo Kanté,58,36,2,"[53.0, 19.0]","[61.0, 21.0]",8.246211,0.24497867,Ground Pass,,,,,,,,True,From Goal Kick
8655,France,N''Golo Kanté,Lucas Hernández Pi,58,37,2,"[61.0, 21.0]","[68.0, 7.0]",15.652476,-1.1071488,Ground Pass,,,,Incomplete,,,,,From Goal Kick
8655,France,Benjamin Pavard,N''Golo Kanté,59,51,2,"[69.0, 79.0]","[67.0, 71.0]",8.246211,-1.815775,Low Pass,Throw-in,,,,,,,,From Throw In
8655,France,N''Golo Kanté,Benjamin Pavard,59,53,2,"[66.0, 71.0]","[71.0, 80.0]",10.29563,1.0636978,High Pass,,,,Out,,,,,From Throw In
8655,France,N''Golo Kanté,Lucas Hernández Pi,60,30,2,"[36.0, 32.0]","[31.0, 25.0]",8.602325,-2.1910458,Ground Pass,Recovery,,,,,,,True,Regular Play
8655,France,Lucas Hernández Pi,Blaise Matuidi,60,32,2,"[38.0, 22.0]","[46.0, 25.0]",8.5440035,0.35877067,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,N''Golo Kanté,62,41,2,"[34.0, 30.0]","[35.0, 22.0]",8.062258,-1.4464413,Ground Pass,Recovery,,,Incomplete,,,,,From Corner
8655,France,Samuel Yves Umtiti,Olivier Giroud,63,16,2,"[55.0, 29.0]","[97.0, 25.0]",42.190044,-0.094951704,High Pass,Free Kick,,,Incomplete,,,,,From Free Kick
8655,France,Samuel Yves Umtiti,,63,30,2,"[60.0, 31.0]","[73.0, 30.0]",13.038404,-0.07677189,High Pass,Recovery,,,Incomplete,,,,,Regular Play
8655,France,Lucas Hernández Pi,,63,34,2,"[57.0, 24.0]","[79.0, 35.0]",24.596748,0.4636476,High Pass,Recovery,,,Incomplete,,,,,Regular Play
8655,France,Hugo Lloris,Olivier Giroud,64,59,2,"[7.0, 39.0]","[75.0, 17.0]",71.470276,-0.31290123,High Pass,Goal Kick,,,Incomplete,,,,,From Goal Kick
8655,France,Raphaël Varane,Paul Pogba,65,8,2,"[33.0, 46.0]","[36.0, 36.0]",10.440307,-1.2793396,Low Pass,Recovery,,,,,,,,From Goal Kick
8655,France,Paul Pogba,Benjamin Pavard,65,10,2,"[36.0, 36.0]","[40.0, 75.0]",39.20459,1.4685897,Low Pass,,,,,,,,,From Goal Kick
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,65,13,2,"[40.0, 75.0]","[55.0, 69.0]",16.155495,-0.38050637,Ground Pass,,,,,,,,True,From Goal Kick
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,65,14,2,"[55.0, 69.0]","[57.0, 78.0]",9.219544,1.3521274,Ground Pass,,,,,,,,,From Goal Kick
8655,France,Benjamin Pavard,Antoine Griezmann,65,35,2,"[82.0, 79.0]","[90.0, 76.0]",8.5440035,-0.35877067,High Pass,Throw-in,,,,,,,,From Throw In
8655,France,Antoine Griezmann,Benjamin Pavard,65,37,2,"[86.0, 78.0]","[89.0, 80.0]",3.6055512,0.5880026,High Pass,,,,Out,,,,True,From Throw In
8655,France,Lucas Hernández Pi,Antoine Griezmann,65,55,2,"[62.0, 11.0]","[75.0, 11.0]",13.0,0.0,Ground Pass,,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Blaise Matuidi,66,0,2,"[75.0, 11.0]","[77.0, 17.0]",6.3245554,1.2490457,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Samuel Yves Umtiti,66,1,2,"[77.0, 17.0]","[53.0, 32.0]",28.301943,2.5829933,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Raphaël Varane,66,5,2,"[53.0, 32.0]","[50.0, 54.0]",22.203604,1.706324,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Hugo Lloris,66,8,2,"[50.0, 54.0]","[19.0, 28.0]",40.459858,-2.4436898,Ground Pass,,,,,,,,,Regular Play
8655,France,Hugo Lloris,,66,13,2,"[20.0, 28.0]","[83.0, 14.0]",64.53681,-0.21866895,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,N''Golo Kanté,Samuel Yves Umtiti,66,20,2,"[56.0, 27.0]","[48.0, 28.0]",8.062258,3.0172377,Ground Pass,Recovery,,,,,,,,Regular Play
